id,query
2584,Topical Application of Turmeric Curcumin for Cancer
2585,Turmeric Curcumin and Colon Cancer
2586,Cadmium and Cancer: Plant vs. Animal Foods
2587,Watermelon for Sore Muscle Relief
2588,Gout Treatment with a Cherry on Top
2589,Anti-inflammatory Life is a Bowl of Cherries
2590,Do Vegetarians Get Enough Protein?
2591,Longer Life Within Walking Distance
2592,Turning the Clock Back 14 Years
2593,"Fruits, Veggies, and Longevity: How Many Minutes Per Mouthful?"
2594,Magic Bullets vs. Promiscuous Plants
2595,Plants as Intellectual Property – Patently Wrong?
2596,Xenohormesis: What Doesn't Kill Plants May Make Us Stronger
2597,Appropriating Plant Defenses
2598,"Tick Bites, Meat Allergies, and Chronic Urticaria"
2599,Alpha Gal and the Lone Star Tick
2600,Eggs and Arterial Function
2601,Debunking Egg Industry Myths
2602,Walnuts and Artery Function
2603,Pollutants in Salmon and Our Own Fat
2604,Diabetes and Dioxins
2605,Fish and Diabetes
2606,Cancer Risk From French Fries
2607,Statin Cholesterol Drugs and Invasive Breast Cancer
2608,Cholesterol Feeds Breast Cancer Cells
2609,Treating Asthma and Eczema With Plant-Based Diets
2610,Treating Asthma With Plants vs. Supplements?
2611,Treating Asthma With Fruits and Vegetables
2612,Preventing Asthma With Fruits and Vegetables
2613,Taxpayer Subsidies for Unhealthy Foods
2614,How Many Cancers Have Been Caused by Arsenic-Laced Chicken?
2615,California Children Are Contaminated
2616,Caloric Restriction vs. Animal Protein Restriction
2617,Why Do We Age?
2618,Blood Type Diet Debunked
2619,Fully Consensual Heart Disease Treatment
2620,Phytates for the Treatment of Cancer
2621,Phytates for Rehabilitating Cancer Cells
2622,Phytates for the Prevention of Cancer
2623,Low Carb Diets and Coronary Blood Flow
2624,Nuts May Help Prevent Death
2625,Turmeric Curcumin Reprogramming Cancer Cell Death
2626,Carcinogen Blocking Effects of Turmeric
2627,Back to Our Roots: Curry and Cancer
2628,Seeing Red No. 3: Coloring to Dye For
2629,Dietary Sources of Alkylphenol Endocrine Disruptors
2631,How to Slow Brain Aging by Two Years
2632,Is Meat Glue Safe?
2633,Is Liquid Smoke Flavoring Carcinogenic?
2634,"Food Antioxidants, Stroke, and Heart Disease"
2635,Food Antioxidants and Cancer
2637,Who Says Eggs Aren't Healthy or Safe?
2638,How Much Exercise to Sustain Weight Loss?
2639,Who Determines if Food Additives are Safe?
2640,Chicken Salmonella Thanks to Meat Industry Lawsuit
2641,Foster Farms Responds to Chicken Salmonella Outbreaks
2642,Norovirus Food Poisoning from Pesticides
2643,Is Fish Oil Just Snake Oil?
2644,Should We Take a Multivitamin?
2645,Convincing Doctors to Embrace Lifestyle Medicine
2646,Dr. Burkitt’s F-Word Diet
2647,Prostate Cancer and Organic Milk vs. Almond Milk
2648,Who Shouldn’t Consume Curcumin or Turmeric?
2649,Boosting the Bioavailability of Curcumin
2650,Turmeric Curcumin and Osteoarthritis
2651,Turmeric Curcumin and Rheumatoid Arthritis
2652,Spicing Up DNA Protection
2653,Which Spices Fight Inflammation?
2654,Superbugs in Conventional vs. Organic Chicken
2655,"Bacon, Eggs, and Gestational Diabetes During Pregnancy"
2656,Dietary Treatments for Computer Eye Strain
2657,Dietary Treatment of Glaucoma
2658,Dietary Prevention of Age-Related Macular Degeneration
2659,Greens vs. Glaucoma
2660,How Long to Detox From Fish Before Pregnancy?
2661,Boosting Natural Killer Cell Activity
2662,Vitamin B12 Necessary for Arterial Health
2663,Arteries of Vegans vs. Runners
2664,Antioxidant Rich Foods With Every Meal
2665,"How to Reach the Antioxidant ""RDA"""
2666,"Minimum ""Recommended Daily Allowance"" of Antioxidants"
2667,Eggs and Diabetes
2668,Phytates for the Prevention of Osteoporosis
2669,Autopsy of Chicken Nuggets
2670,Is Caramel Color Carcinogenic?
2671,One in a Thousand: Ending the Heart Disease Epidemic
2672,Cavities and Coronaries: Our Choice
2673,Mercury vs. Omega-3s for Brain Development
2674,Fish Intake Associated With Brain Shrinkage
2675,Are Fatty Foods Addictive?
2676,Are Sugary Foods Addictive?
2677,How to Avoid Phosphate Additives
2678,Phosphate Additives in Chicken
2679,Phosphate Additives in Meat Purge and Cola
2680,Counteracting the Effects of Dioxins Through Diet
2681,The Broccoli Receptor: Our First Line of Defense
2682,Lifestyle Medicine: Treating the Causes of Disease
2683,Canned Beans or Cooked Beans?
2684,BRCA Breast Cancer Genes and Soy
2685,Increased Lifespan From Beans
2686,How Many Poppy Seeds Are Too Many?
2687,Nutrient-Dense Approach to Weight Management
2688,Preserving Immune Function in Athletes With Nutritional Yeast
2689,Enhanced Athletic Recovery Without Undermining Adaptation
2690,Chronic Headaches and Pork Tapeworms
2691,"Eggs, Choline, and Cancer"
2692,Eggs and Choline: Something Fishy
2693,BOLD Indeed: Beef Lowers Cholesterol?
2694,Tell Your Doctor If You Eat Grapefruit
2695,Testing Your Diet with Pee & Purple Cabbage
2696,"Alkaline Diets, Animal Protein, & Calcium Loss"
2697,Breast Cancer Survival Vegetable
2698,Prostate Cancer Survival: The A/V Ratio
2699,Treating Multiple Sclerosis With the Swank MS Diet
2700,Heart Disease Starts in Childhood
2701,Methionine Restriction as a Life Extension Strategy
2702,Starving Cancer with Methionine Restriction
2703,Eating Outside Our Kingdom
2704,Poultry Exposure Tied to Liver and Pancreatic Cancer
2705,Eating Better to Look Better
2706,Changing Our Taste Buds
2707,Tricks to Get Adults to Eat Healthier
2708,Tricks to Get Kids to Eat Healthier at Home
2709,Tricks to Get Kids to Eat Healthier at School
2710,Artificial Food Colors and ADHD
2711,Treating ADHD Without Stimulants
2712,Butter-Flavored Microwave Popcorn or Breathing
2713,Pistachio Nuts for Erectile Dysfunction
2714,50 Shades of Greens
2715,Survival of the Firmest: Erectile Dysfunction and Death
2716,Which Seaweed is Most Protective Against Breast Cancer?
2717,Preventing Exercise-Induced Oxidative Stress With Watercress
2718,Reducing Muscle Soreness With Berries
2719,Reducing Muscle Fatigue With Citrus
2720,Keeping Your Hands Warm With Citrus
2721,Infant Seizures Linked to Mother's Spirulina Use
2722,Safety of Noni and Mangosteen Juice
2723,Is Carrageenan Safe?
2724,Dietary Treatment for Painful Menstrual Periods
2725,Cayenne Pepper for Irritable Bowel Syndrome and Chronic Indigestion
2726,Hot Sauce in the Nose for Cluster Headaches?
2727,Tart Cherries for Insomnia
2728,Kiwifruit for Insomnia
2729,Fighting the Blues With Greens?
2730,Anti-Angiogenesis: Cutting Off Tumor Supply Lines
2731,Why Might Vegetarians Have Less HPV?
2732,Past the Age of Miracles: Facing a Post-Antibiotic Age
2733,Beans and the Second Meal Effect
2734,Eggs and Cholesterol: Patently False and Misleading Claims
2735,Male Fertility and Diet
2736,Trans Fat In Meat And Dairy
2737,Reducing Radiation Damage With Ginger & Lemon Balm
2738,Mediating Radiation Exposure From Airline Travel
2739,Do Dental X-Rays Cause Brain Tumors?
2740,Cancer Risk From CT Scan Radiation
2741,Fukushima and Radioactivity in Seafood
2742,Childhood Tea Drinking May Increase Fluorosis Risk
2743,Can Cranberry Juice Treat Bladder Infections?
2744,Avoiding Chicken To Avoid Bladder Infections
2745,Bacterial Vaginosis and Diet
2746,Lavender for Migraine Headaches
2747,Lavender for Generalized Anxiety Disorder
2748,Gut Feelings: Probiotics and Mental Health
2749,"Should Probiotics Be Taken Before, During, or After Meals?"
2750,Preventing the Common Cold with Probiotics?
2751,Preventing and Treating Diarrhea with Probiotics
2752,Breast Cancer Risk: Red Wine vs. White Wine
2753,Boosting Immunity While Reducing Inflammation
2754,Black Raspberries versus Oral Cancer 
2755,Strawberries versus Esophageal Cancer 
2756,Cranberries versus Cancer
2757,Which Fruit Fights Cancer Better?
2758,The Lie That Heals: Should Doctors Give Placebos?
2759,Breast Cancer and Alcohol: How Much is Safe?
2760,Eating Healthy on a Budget
2761,Does a Drink Of Water Make Children Smarter?
2762,Flax Seeds For Breast Pain
2763,"Carnitine, Choline, Cancer and Cholesterol: The TMAO Connection"
2764,Plant-Based Diets For Breast Pain
2765,The Safety of Tarragon
2766,Don't Eat Too Much Nutmeg
2767,Update on Cinnamon for Blood Sugar Control
2768,Can Cellulite Be Treated With Diet?
2769,The McGovern Report
2770,Flaxseeds & Breast Cancer Survival: Clinical Evidence
2771,Flaxseeds & Breast Cancer Survival: Epidemiological Evidence
2772,Flaxseeds & Breast Cancer Prevention
2773,Fiber vs. Breast Cancer
2774,Flaxseeds For Sensitive Skin
2775,Flaxseed vs. Diabetes
2776,"Was It the Flaxseed, Fat Restriction, or Both?"
2777,Flaxseed vs. Prostate Cancer
2778,Salmonella in Chicken & Turkey: Deadly But Not Illegal
2779,Raisins vs. Jelly Beans for Athletic Performance
2780,Do Fruit & Nut Bars Cause Weight Gain?
2781,Prunes vs. Metamucil vs. Vegan Diet
2782,"Dried Apples, Dates, Figs or Prunes for Cholesterol?"
2783,Eggs vs. Cigarettes in Atherosclerosis
2784,Herbal Tea Update: Rooibos & Nettle
2785,Herbal Tea Update: Hibiscus
2786,Treating Parkinson's Disease With Diet
2787,Preventing Parkinson's Disease With Diet
2788,Clinical Studies on Acai Berries
2789,"Protein, Puberty, and Pollutants"
2790,Titanium Dioxide & Inflammatory Bowel Disease
2791,Can Gargling Prevent The Common Cold?
2792,Are Cats or Dogs More Protective For Children's Health?
2793,Foodborne Rabies
2794,Is Vitamin D3 Better Than D2?
2795,Does Coconut Oil Clog Arteries?
2796,Does Coconut Oil Cure Alzheimer's?
2797,Plant-Based Diets: Dental Health
2798,Plant-Based Diets: Oral Health
2799,Meat Fumes: Dietary Secondhand Smoke
2800,Prolonged Liver Function Enhancement From Broccoli
2801,"Cancer, Interrupted: Garlic & Flavonoids"
2802,"Cancer, Interrupted: Green Tea "
2803,"Heterocyclic Amines in Eggs, Cheese, and Creatine?"
2804,Reducing Cancer Risk In Meateaters
2805,PhIP: The Three Strikes Breast Carcinogen
2806,Estrogenic Cooked Meat Carcinogens
2807,Fibromyalgia vs. Mostly Raw & Mostly Vegetarian Diets
2808,Fibromyalgia vs. Vegetarian & Raw Vegan Diets
2809,Apple Skin: Peeling Back Cancer
2810,Apple Juice May Be Worse Than Sugar Water
2811,Flesh and Fructose
2812,Miocene Meteorites and Uric Acid
2813,Tree Nuts or Peanuts for Breast Cancer Prevention? 
2814,Preventing Breast Cancer By Any Greens Necessary
2815,Why Do Asian Women Have Less Breast Cancer?
2816,Breast Cancer vs. Mushrooms
2817,Whole Grains May Work As Well As Drugs
2818,Metabolic Syndrome and Plant-Based Diets
2819,Potassium and Autoimmune Disease
2820,Preventing Strokes with Diet
2821,98% of American Diets Potassium Deficient
2822,Meat May Exceed Daily Allowance of Irony
2823,Nonhuman Molecules Lining Our Arteries
2824,How Tumors Use Meat to Grow: Xeno-Autoantibodies
2825,The Inflammatory Meat Molecule Neu5Gc
2826,Clonal Deletion Theory of Immunity
2827,Clonal Selection Theory of Immunity
2828,Cancer as an Autoimmune Disease
2829,Unsweetening the Diet
2830,Neurobiology of Artificial Sweeteners
2831,How Diet Soda Could Make Us Gain Weight
2832,Erythritol May Be a Sweet Antioxidant
2833,Diet Soda and Preterm Birth
2834,Aspartame-Induced Fibromyalgia
2835,Yersinia in Pork
2836,Ractopamine in Pork
2837,Meat Mythcrushers
2838,Antioxidants Sprouting Up
2839,Side-Effect of Fenugreek Consumption
2840,Benefits of Fenugreek Seeds
2841,Standing Up for Your Health
2842,Preventing Wrinkles with Diet
2843,Beauty Is More Than Skin Deep
2844,Gerson-style Therapy vs. Chemotherapy
2845,Gerson Therapy for Cancer
2846,Plant-Based Bioidentical Hormones
2847,Changing Protein Recommendations?
2849,Protein and Heart Disease
2850,More Antibiotics In White Meat or Dark Meat?
2851,Lowering Dietary Antibiotic Intake
2852,The Wrong Way to Detox
2853,The Best Baby Formula
2854,Plants vs. Pesticides
2855,Food Sources of Perfluorochemicals
2856,How Fast Can Children Detoxify from PCBs?
2857,DDT in Umbilical Cord Blood
2858,Food Sources of Flame Retardant Chemicals
2860,BPA Plastic and Male Sexual Dysfunction
2861,Pesticides in Chinese Bamboo Shoots
2862,President's Cancer Panel Report on Environmental Risk
2863,﻿CDC Report on Environmental Chemical Exposure
2864,Saffron vs. Prozac
2865,Wake Up and Smell the Saffron
2866,Saffron for the Treatment of PMS
2868,Bug Appétit: Barriers to Entomophagy
2869,Good Grub: The Healthiest Meat
2870,Filled Full of Lead
2871,Modern Meat Not Ahead of the Game
2872,Paleolithic Lessons
2873,Plant-Based Bodybuilding
2875,Too Much Soy May Neutralize Benefits
2876,Animalistic Plant Proteins
2877,Higher Quality May Mean Higher Risk
2878,Protein Intake & IGF-1 Production
2879,How Plant-Based to Lower IGF-1?
2880,The Answer to the Pritikin Puzzle
2881,Cancer-Proofing Mutation
2882,IGF-1 as One-Stop Cancer Shop
2883,Prostate vs. Plants
2884,Some Prostates Are Larger than Others
2885,"Is It the Diet, the Exercise, or Both?"
2886,Ex Vivo Cancer Proliferation Bioassay
2887,Engineering a Cure
2888,Slimming the Gecko
2889,Extra Virgin Olive Oil vs. Nuts
2890,To Snack or Not to Snack?
2891,Diet Pills Do Fat a Lot of Good
2892,Biblical Daniel Fast Put to the Test
2893,Tightening the Bible Belt
2894,Waist Circumference Less Than Half Your Height
2895,Cattlemen’s Association Has Beef With Study
2896,Meat and Weight Gain in the PANACEA Study
2897,Diet vs. Exercise for Weight Loss
2899,Tipping Firmicutes to Bacteroidetes
2900,Boosting Good Bacteria in the Colon Without Probiotics
2901,Fawning Over Flora
2902,Fat Burning Via Flavonoids
2903,Fat Burning Via Arginine
2904,Testing the Fat Burning Theory
2905,Testing the Dietary Compensation Theory
2906,Testing the Pistachio Principle
2907,Solving the Mystery of the Missing Calories
2908,Nuts and Obesity: The Weight of Evidence
2909,Optimal Phytosterol Source
2910,Optimal Phytosterol Dose
2911,How Phytosterols Lower Cholesterol
2912,How Fiber Lowers Cholesterol
2913,Nuts and Bolts of Cholesterol Lowering
2914,Diet Versus Drugs for High Cholesterol
2915,Black Versus English Walnuts
2916,The True Shelf-Life of Cooking Oils
2917,The Best Way to Boost Serotonin
2918,A Better Way to Boost Serotonin
2919,The Wrong Way to Boost Serotonin
2920,Human Neurotransmitters in Plants
2921,Mineral of the Year—Magnesium
2922,How Do Nuts Prevent Sudden Cardiac Death?
2923,Risk Associated With Iron Supplements
2924,New Mineral Absorption Enhancers Found
2925,The Benefits of Caloric Restriction Without the Actual Restricting
2926,Americans Are Living Longer but Sicker Lives
2927,What Women Should Eat to Live Longer
2928,Plant-Based Diets and Cellular Stress Defenses
2929,Kiwifruit and DNA Repair
2930,Kiwifruit for Irritable Bowel Syndrome
2931,Treating Kidney Failure Through Diet
2932,Preventing Kidney Failure Through Diet
2933,Treating Genital Warts With Green Tea
2934,Treating Gorlin Syndrome With Green Tea
2935,Is Caffeinated Tea Dehydrating?
2936,Antimutagenic Activity of Green Versus White Tea
2937,Dead Meat Bacteria Endotoxemia
2938,The Exogenous Endotoxin Theory
2939,The Leaky Gut Theory of Why Animal Products Cause Inflammation
2940,Dietary Treatment of Crohn's Disease
2941,Fighting Inflammation in a Nut Shell
2942,Anti-Inflammatory Effects of Purple Potatoes
2943,Boosting Immunity Through Diet
2944,Is Hydroponic Basil as Healthy?
2945,Chamomile Tea May Not Be Safe During Pregnancy
2946,Making Our Arteries Less Sticky
2947,Blocking the First Step of Heart Disease
2948,Arterial Acne
2949,Zero Tolerance to Acceptable Risk
2950,Unsafe at Any Feed
2951,Not So Delusional Parasitosis
2952,Maggot Meat Spray
2953,Viral Meat Spray
2954,Tongue Worm in Human Eye
2955,Don’t Put Your Money Where Your Mouth Is
2956,Handwashing Compliance of Retail Deli Workers
2957,Some Dietary Supplements May Be More Than a Waste of Money
2958,Heavy Metals in Protein Powder Supplements
2959,Dietary Supplement Snake Oil
2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?
2961,Dangerous Advice From Health Food Store Employees
2962,Bad Advice From Health Food Store Employees
2963,Health Food Store Supplement Advice
2964,Which Brand of Tuna Has the Most Mercury?
2965,Hair Testing for Mercury Before Considering Pregnancy
2966,"Red Fish, White Fish; Dark Fish, Atrial Fibrillation"
2967,A Fine Kettle of Fluoxetine
2968,Amnesic Seafood Poisoning
2969,SAD States: Standard American Diet State-By-State Comparison
2970,Preventing Cataracts with Diet
2971,Prevent Glaucoma and See 27 Miles Farther
2972,Preventing Macular Degeneration with Diet
2973,Garden Variety Anti-Inflammation
2974,Apples and Oranges: Dietary Diversity
2975,The Acne-Promoting Effects of Milk
2977,National Dairy Council on Acne and Milk
2978,Cow’s Milk Casomorphin and Autism
2979,Cow’s Milk Casomorphin and Crib Death 
2981,Cheese Mites and Maggots
2982,Creatine Brain Fuel Supplementation
2983,When Meat Can Be a Lifesaver
2984,Eating Healthy on the Cheap
2985,Treating COPD With Diet 
2986,Preventing COPD With Diet
2987,The Fruit Whose Juice Is Healthier
2988,Raw Veggies Versus Cooked for Heart Disease
2989,The Safer Cinnamon
2990,Watermelon as Treatment for Erectile Dysfunction
2991,Cholesterol and Lower Back Pain
2992,Cholesterol and Female Sexual Dysfunction
2993,A Treatment for Chronic Fatigue Syndrome
2994,Meat-Borne Infection Risk from Shopping Carts
2995,Food Poisoning Bacteria Cross-Contamination
2996,Poultry and Paralysis
2997,Poultry Exposure and Neurological Disease
2998,Carcinogenic Retrovirus Found in Eggs
3000,"Chicken Dioxins, Viruses, or Antibiotics?"
3001,EPIC Findings on Lymphoma
3003,What About the Caffeine?
3006,Flax and Fecal Flora
3007,Breast Cancer Survival and Lignan Intake
3008,Breast Cancer Survival and Trans Fat
3009,"Breast Cancer Survival, Butterfat, and Chicken"
3010,Raw Broccoli and Bladder Cancer Survival
3012,Biggest Nutrition Bang for Your Buck
3013,Lung Cancer Metastases and Broccoli
3014,Sometimes the Enzyme Myth Is True
3016,How Much Broccoli Is Too Much?
3017,Liver Toxicity Due to Broccoli Juice?
3019,Sulforaphane: From Broccoli to Breast
3020,Broccoli Versus Breast Cancer Stem Cells
3022,Smoking Versus Kale Juice
3023,Kale and the Immune System
3024,Meat Additives to Diminish Toxicity
3025,So Should We Drink Beet Juice or Not?
3026,Vitamin C-Enriched Bacon
3027,Carcinogens in the Smell of Frying Bacon
3028,Prevention Is Better Than Cured Meat
3029,Are Nitrates Pollutants or Nutrients?
3030,Bacon and Botulism
3031,When Nitrites Go Bad
3032,Is Bacon Good or Is Spinach Bad?
3034,Hearts Shouldn't Skip a Beet
3035,Pretty in Pee-nk
3036,Asparagus Pee
3037,Out of the Lab Onto the Track
3038,Don't Use Antiseptic Mouthwash
3039,Priming the Proton Pump
3041,Soy Worth a Hill of Beans?
3042,New Vitamin B12 Test
3047,Plant-Based Atkins Diet
3049,Bulking Up on Antioxidants
3050,The Power of NO
3051,Anti-Inflammatory Antioxidants
3052,Anti Up on the Veggies
3053,Dragon's Blood
3054,Amla and Triphala Tested for Metals
3055,Get the Lead Out
3056,Some Ayurvedic Medicine Worse Than Lead Paint Exposure
3057,A Better Breakfast
3058,Antioxidants in a Pinch
3059,Amla Versus Diabetes
3060,Power Plants
3061,Amla Versus Cancer Cell Invasion
3062,Amla Versus Cancer Cell Growth
3063,Better Than Goji Berries
3064,Dried Apples Versus Cholesterol
3065,Best Berries
3066,Better Than Green Tea?
3067,Carcinogenic Putrescine
3068,Throw Household Products Off the Scent
3070,Preventing Allergies in Adulthood
3071,Preventing Childhood Allergies
3072,Avoiding a Sugary Grave
3073,Glycotoxins
3074,How to Help Prevent Abdominal Aortic Aneurysms
3076,"Trans Fat, Saturated Fat, and Cholesterol: Tolerable Upper Intake of Zero"
3077,Fast Food: Do You Want Fries With That Lipitor?
3078,Heart Attacks and Cholesterol: Purely a Question of Diet
3079,Heart Attacks and Cholesterol: Agribusiness Sees It Differently
3080,Heart Attacks and Cholesterol: Dying Under Normal Circumstances
3081,The Risks and Benefits of Neti Pot Nasal Irrigation
3082,Take Vitamin D Supplements With Meals
3083,Resolving the Vitamin D-Bate
3084,How the Institute of Medicine Arrived at Their Vitamin D Recommendation
3085,The Difficulty of Arriving at a Vitamin D Recommendation
3087,Vitamin D and Mortality May Be a U-shaped Curve
3088,Is Vitamin D the New Vitamin E?
3090,Vitamin D Recommendations Changed
3091,Pink Juice with Green Foam
3092,Is Pomegranate Juice That Wonderful?
3093,Alzheimer's and Apple Juice
3094,Constructing a Cognitive Portfolio
3095,Best Fruit Juice
3096,Phytochemicals: The Nutrition Facts Missing From the Label
3097,Amyloid and Apple Juice
3098,MRSA in U.S. Retail Meat
3099,Airborne MRSA
3101,Infant Nearly Killed by Homeopathy
3102,Total Recall
3105,Medical Associations Oppose Bill to Mandate Nutrition Training
3106,Nutrition Education Mandate Introduced for Doctors
3107,Doctors Know Less Than They Think About Nutrition
3108,Medical School Nutrition Education
3114,Plant Protein Preferable
3116,Dietary Guidelines: From Dairies to Berries
3120,"Food Industry ""Funding Effect"""
3121,Dietary Guidelines: With a Grain of Big Salt
3124,Is Potassium Sorbate Bad for You?
3125,Alkaline Water: a Scam?
3126,The Tomato Effect
3127,China Study on Sudden Cardiac Death
3128,Our Number One Killer Can Be Stopped
3129,Resuscitating Medicare
3130,Are Avocados Bad for You?
3131,Are Avocados Good for You?
3132,The Effect of Canned Tuna on Future Wages
3133,Fish Oil in Troubled Waters
3134,Chicken's Fate Is Sealed
3135,"Chicken, Eggs, and Inflammation"
3136,Inflammatory Remarks About Arachidonic Acid
3137,Improving Mood Through Diet
3138,Bowels of the Earth
3139,Food Mass Transit
3140,Stool Size Matters
3141,Relieving Yourself of Excess Estrogen
3142,Multivitamin Supplements and Breast Cancer
3143,Breast Cancer Prevention: Which Mushroom Is Best?
3144,Vegetables Versus Breast Cancer
3145,Cancer Prevention and Treatment May Be the Same Thing
3146,Food Sources of PCB Chemical Pollutants
3147,Chicken Consumption and the Feminization of Male Genitalia
3148,Rosy Glow
3149,"Produce, Not Pills to Increase Physical Attractiveness"
3150,Golden Glow
3151,Too Much Iodine Can Be as Bad as Too Little
3152,Pregnant Vegans at Risk for Iodine Deficiency
3153,Saffron Versus Aricept
3154,Saffron for the Treatment of Alzheimer's
3155,Avoiding Epilepsy Through Diet
3156,Pork Tapeworms on the Brain
3157,Do Doctors Make the Grade?
3158,Egg Industry Blind Spot
3159,Avoiding Cholesterol Is a No Brainer
3160,Egg Cholesterol in the Diet
3161,Is Milk and Mucus a Myth?
3162,The Effect of Soy on Precocious Puberty
3163,Calcium Absorption: Soy Milk Versus Cow Milk
3164,Vegan Epidemic
3165,American Vegans Placing Babies At Risk
3166,Did a Vegan Diet Kill This Baby?
3167,Calculate Your Healthy Eating Score
3168,Antioxidant Power of Plant Foods Versus Animal Foods
3169,"Antioxidant Content of 3,139 Foods"
3170,Melatonin & Breast Cancer
3171,Convergence of Evidence
3172,Mitochondrial Theory of Aging
3173,Vitamin D Pills vs. Tanning Beds
3174,Is Vinegar Good For You?
3175,Is Petroleum Jelly Good For You?
3176,Is Peanut Butter Good for You?
3177,Is Licorice Good For You?
3178,Are Goji Berries Good for You?
3179,Is Kombucha Tea Good For You?
3180,Is Kimchi Good For You?
3181,Is Dragon Fruit Good For You?
3182,Are Dates Good For You?
3183,Are Chili Peppers Good For You?
3184,Plant-Based Diet & Mood
3185,Cannabis Receptors & Food
3186,Is Protein Bad to the Bone?
3187,Vegan Protein Status
3188,Inverted Rabbit Sign
3189,Industrial Pollutants in Vegans
3190,Obesity-Causing Pollutants in Food
3191,Is Distilled Fish Oil Toxin-Free?
3192,Hair Testing for Mercury
3193,Fish Intake Biomarker
3194,Dioxins in the Food Supply
3195,Prozac Residues in Fish
3196,Allergenic Fish Worms
3197,Mothers Overestimate Dietary Quality
3198,Protein & Puberty
3199,What's in a Burger?
3200,Anabolic Steroids in Meat
3201,Acne & Cancer Connection
3202,Dairy & Sexual Precocity
3203,Boosting Sex-Hormone Binding
3204,Gut Flora & Obesity
3205,Does Eating Obesity Cause Obesity?
3206,Obesity-Causing Chicken Virus
3207,Crop Nutrient Decline
3208,Can Folic Acid Be Harmful?
3209,Iron During Pregnancy
3210,Caffeine During Pregnancy
3211,Overdosing on Greens
3212,Overdosing on Tea
3213,Is Matcha Good for You?
3214,Cold Steeping Green Tea
3215,Asian Paradox
3216,Soymilk Suppression?
3217,Healthiest Chocolate Fix
3218,Soy & Breast Cancer Survival
3219,Exercise & Breast Cancer
3220,Reversing Cognitive Decline
3221,Dietary Theory of Alzheimer's
3222,Mad Fish Disease
3223,Drug Residues in Meat
3224,Toxic Megacolon Superbug
3225,Chicken Out of UTIs
3226,Fecal Bacteria Survey
3227,Bristol Stool Scale
3228,Greasy Orange Rectal Leakage
3229,Hepatitis E Virus in Pork
3230,Wart Cancer Viruses in Food
3231,Meat & Multiple Myeloma
3232,Largest Study Ever
3233,Can Cholesterol Be Too Low?
3234,Statin Muscle Toxicity
3235,Low-Fat or Whole Food?
3236,New Cholesterol Fighters
3237,New Target Cholesterol
3238,Cholesterol Gallstones
3239,Migrating Fish Bones
3240,Is Homeopathy Just Placebo?
3241,Apthous Ulcer Mystery Solved
3242,Diet & Lichen Planus
3243,Diet & Rheumatoid Arthritis
3244,Rose Hips for Osteoarthritis
3245,Zinc Gel for Colds?
3246,Benzene in Carrot Juice
3247,Deep Frying Toxins
3248,Raw Food Nutrient Absorption
3249,Best Cooking Method
3250,Improving Memory Through Diet
3252,The Healthiest Apple
3253,The Healthiest Lentil
3254,The Healthiest Herbal Tea
3255,Update on Yerba Maté
3256,Update on Vitamin E
3257,Is Stevia Good For You?
3258,Another Update on Spirulina
3259,Update on MSG
3260,Update on Juice Plus+®
3261,Update on Herbalife®
3262,Update on Gum Arabic
3263,Update on Gluten
3264,Update on Coffee
3265,Is blue-green algae good for you?
3266,Update on Aspartame
3267,Update on Alfalfa Sprouts
3268,Research Into Reversing Aging
3269,Flatophonia: The Art of the Musical Anus
3270,Flaxseeds vs. Chia Seeds
3271,Saturated Fat & Cancer Progression
3272,Cancer Reversal Through Diet?
3273,Eliminating the #1 Cause of Death
3274,Whose Health Unaffected by Eggs
3275,Long-Term Vegan Bone Health
3276,Dairy Hormonal Interference
3277,Hormones in Skim vs. Whole Milk
3278,Nutrient Blocking Effects of Dairy
3279,Maxing Out on Antioxidants
3280,Brown Rice vs. Black Rice
3281,Aluminum in Vaccines vs. Food
3282,Arsenic in Chicken
3283,Arsenic in Rice
3284,Toxins in Sweet Potatoes?
3285,Toxins in Cooked Potatoes?
3286,Toxins in Raw Mushrooms?
3287,Soy Foods & Menopause
3288,Is Gluten Bad For You?
3289,Glyconutrient Supplements
3291,"Lutein, Lycopene, and Selenium Pills"
3292,Are Multivitamins Good For You?
3293,Are Iron Pills Good For You?
3294,Are Vitamin C Pills Good For You?
3295,Is Cod Liver Oil Good For You?
3296,Artificial Coloring in Fish
3297,The Problem with Organic Salmon
3298,Avoiding Other Banned Pesticides
3299,DDT in Fish Oil Supplements
3300,Cannibalistic Feed Biomagnification
3301,Amalgam Fillings vs. Canned Tuna
3302,Fish Fog
3303,Maternal Mercury Levels
3304,Xenoestrogens & Early Puberty
3305,Xenoestrogens & Sperm Counts
3306,Vegetarian Zinc Requirements
3307,Soy Hormones & Male Infertility
3308,Meat Hormones & Female Infertility
3309,Brain Parasites in Meat
3310,USDA Parasite Game
3311,New Corpse Smell
3312,Sexually Transmitted Fish Toxin
3313,Restaurant Worker Hand Washing
3314,Fast Food Tested for Carcinogens
3315,Carcinogens in Roasted Coffee?
3316,Muscle Tremors & Diet
3317,Carcinogens in Roasted Chicken?
3318,Fecal Residues on Chicken
3319,Antioxidant Level Dynamics
3320,Forego Fat-Free Dressings?
3321,#1 Anticancer Vegetable
3322,Veggies vs. Cancer
3323,Vegetarian's Myelopathy
3324,Low Meat or No Meat?
3325,Meat & Mortality
